;År;Kommunenr;Kommunenavn;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
612;2011;0124;Askim;0.0567;0.0003;0.0149;0.0137;0.0027;0.0007;0.0007;0.0431;1e-04;0.0077;0.0064;0.4013;0.3802;0.0262;0.0;1e-04;0.0;0.0452;0.0
613;2013;0124;Askim;0.0565;0.0003;0.0156;0.0134;0.0027;0.0006;0.0006;0.0447;0.0;0.008;0.0049;0.4003;0.3809;0.026;0.0;1e-04;0.0;0.0453;0.0
614;2014;0124;Askim;0.0568;0.0003;0.016;0.0134;0.0027;0.0007;0.0006;0.0437;0.0;0.008;0.0051;0.4;0.3809;0.0263;0.0;1e-04;0.0;0.0453;0.0
615;2015;0124;Askim;0.0573;0.0003;0.0162;0.0134;0.0027;0.0007;0.0006;0.0437;0.0;0.0078;0.0048;0.4003;0.3808;0.0262;0.0;1e-04;0.0;0.0451;0.0
616;2016;0124;Askim;0.0575;0.0003;0.0159;0.0134;0.0026;0.0009;0.0006;0.0422;0.0;0.008;0.0056;0.402;0.3787;0.027;0.0;1e-04;0.0;0.0451;0.0
617;2017;0124;Askim;0.0578;0.0003;0.0161;0.0143;0.0029;0.0009;0.0006;0.0421;0.0;0.008;0.0051;0.402;0.3785;0.0262;0.0;1e-04;0.0;0.0453;0.0
618;2018;0124;Askim;0.0584;0.0003;0.0163;0.0142;0.0026;0.0009;0.0006;0.0428;0.0;0.0078;0.0054;0.4024;0.3768;0.0262;0.0;1e-04;0.0;0.0453;0.0
619;2019;0124;Askim;0.0584;0.0003;0.0165;0.0139;0.0026;0.001;0.0004;0.0428;0.0;0.008;0.0055;0.4033;0.3773;0.0263;0.0;1e-04;0.0;0.0435;0.0
621;2011;0125;Eidsberg;0.0139;0.0005;0.0124;0.0069;0.0006;0.0003;0.0003;0.0216;0.0;0.0026;0.0014;0.319;0.561;0.008;0.0175;1e-04;0.0;0.034;0.0
622;2013;0125;Eidsberg;0.0141;0.0006;0.0122;0.0065;0.0006;0.0002;0.0003;0.0223;0.0;0.0025;0.0017;0.3189;0.559;0.0093;0.0175;1e-04;0.0;0.0339;0.0
623;2014;0125;Eidsberg;0.0141;0.0006;0.0124;0.0065;0.0006;0.0002;0.0003;0.0222;0.0;0.0025;0.0017;0.3189;0.5589;0.0096;0.0175;1e-04;0.0;0.034;0.0
624;2015;0125;Eidsberg;0.0142;0.0006;0.0125;0.0065;0.0006;0.0002;0.0004;0.0232;0.0;0.0025;0.0017;0.3183;0.5583;0.0093;0.0175;1e-04;0.0;0.034;0.0
625;2016;0125;Eidsberg;0.0144;0.0006;0.0124;0.0066;0.0006;0.0002;0.0004;0.0226;0.0;0.0023;0.0017;0.319;0.5582;0.0095;0.0175;1e-04;0.0;0.034;0.0
626;2017;0125;Eidsberg;0.0144;0.0006;0.0124;0.0065;0.0006;0.0002;0.0004;0.0223;0.0;0.0023;0.0017;0.3197;0.5584;0.0095;0.0175;1e-04;0.0;0.0333;0.0
627;2018;0125;Eidsberg;0.0146;0.0005;0.0111;0.0069;0.0006;0.0003;0.0004;0.0223;0.0;0.0023;0.0029;0.3178;0.5602;0.0092;0.0175;0.0;0.0;0.0334;0.0
628;2019;0125;Eidsberg;0.0147;0.0006;0.0111;0.0069;0.0006;0.0003;0.0004;0.0224;0.0;0.0023;0.0028;0.3182;0.5612;0.0091;0.0176;1e-04;0.0;0.0318;0.0
630;2011;0127;Skiptvet;0.0125;0.0039;0.0135;0.0017;0.0003;0.0003;0.0003;0.0186;0.0;0.001;0.0008;0.3214;0.5319;0.0077;0.0031;1e-04;0.0;0.083;0.0
631;2013;0127;Skiptvet;0.013;0.004;0.0135;0.0017;0.0003;0.0003;0.0003;0.0197;0.0;0.001;0.0011;0.3209;0.5307;0.0074;0.0031;1e-04;0.0;0.083;0.0
632;2014;0127;Skiptvet;0.0131;0.004;0.0135;0.0019;0.0004;0.0003;0.0003;0.0189;0.0;0.001;0.0011;0.3211;0.5307;0.0076;0.0031;1e-04;0.0;0.083;0.0
633;2015;0127;Skiptvet;0.0127;0.0038;0.013;0.0019;0.0004;0.0003;0.0002;0.0188;0.0;0.001;0.0024;0.3217;0.5302;0.0074;0.0031;1e-04;0.0;0.083;0.0
634;2016;0127;Skiptvet;0.013;0.0039;0.013;0.002;0.0004;0.0003;0.0002;0.0182;0.0;0.001;0.0025;0.3216;0.5302;0.0076;0.0031;1e-04;0.0;0.083;0.0
635;2017;0127;Skiptvet;0.0129;0.0039;0.013;0.002;0.0004;0.0003;0.0002;0.0183;0.0;0.0009;0.0025;0.322;0.5302;0.0077;0.0031;1e-04;0.0;0.0826;0.0
636;2018;0127;Skiptvet;0.0129;0.0039;0.0131;0.0019;0.0004;0.0003;0.0002;0.0183;0.0;0.001;0.0025;0.322;0.5302;0.0076;0.0031;1e-04;0.0;0.0826;0.0
637;2019;0127;Skiptvet;0.0129;0.0039;0.0131;0.002;0.0004;0.0003;0.0002;0.0183;0.0;0.001;0.0025;0.322;0.532;0.0077;0.003;1e-04;0.0;0.0807;0.0
639;2011;0128;Rakkestad;0.0064;0.0006;0.008;0.0043;0.0002;1e-04;1e-04;0.015;0.0;0.001;0.0005;0.2502;0.646;0.0088;0.0238;0.0;0.0;0.0349;0.0
640;2013;0128;Rakkestad;0.0065;0.0005;0.0072;0.0043;0.0002;1e-04;1e-04;0.0158;0.0;0.001;0.0005;0.25;0.6455;0.0096;0.0238;0.0;0.0;0.0349;0.0
641;2014;0128;Rakkestad;0.0066;0.0007;0.008;0.004;0.0002;1e-04;1e-04;0.0154;0.0;0.001;0.0004;0.25;0.6457;0.0088;0.0238;0.0;0.0;0.0349;0.0
642;2015;0128;Rakkestad;0.0066;0.0007;0.0079;0.004;0.0002;1e-04;1e-04;0.0156;0.0;0.0012;0.0017;0.2513;0.6436;0.0084;0.0236;0.0;0.0;0.0349;0.0
643;2016;0128;Rakkestad;0.0066;0.0006;0.008;0.0042;0.0002;1e-04;1e-04;0.0151;0.0;0.0011;0.0017;0.2515;0.6439;0.0084;0.0236;0.0;0.0;0.0348;0.0
644;2017;0128;Rakkestad;0.0066;0.0007;0.008;0.0044;0.0002;1e-04;1e-04;0.0153;0.0;0.0017;0.0015;0.2514;0.6435;0.0081;0.0236;0.0;0.0;0.0347;0.0
645;2018;0128;Rakkestad;0.0067;0.0007;0.008;0.0024;0.0002;1e-04;1e-04;0.0153;0.0;0.0017;0.0015;0.2516;0.6439;0.0082;0.025;0.0;0.0;0.0347;0.0
646;2019;0128;Rakkestad;0.0068;0.0007;0.0081;0.0026;0.0002;1e-04;0.0002;0.0153;0.0;0.0017;0.0015;0.2516;0.6447;0.0081;0.025;1e-04;0.0;0.0334;0.0
684;2011;0135;Råde;0.0211;0.0093;0.0133;0.0092;0.0008;0.0003;0.0004;0.0365;0.0002;0.0016;0.0029;0.2997;0.4477;0.0281;0.0045;0.0107;0.0;0.1137;0.0
685;2013;0135;Råde;0.0215;0.0096;0.013;0.0086;0.0007;0.0003;0.0003;0.0384;0.0002;0.0016;0.0026;0.2957;0.4488;0.0301;0.0045;0.0106;0.0;0.1137;0.0
686;2014;0135;Råde;0.0216;0.0096;0.013;0.0093;0.0007;0.0003;0.0003;0.0379;0.0002;0.0016;0.0027;0.2956;0.449;0.0299;0.0045;0.0104;0.0;0.1137;0.0
687;2015;0135;Råde;0.0218;0.0097;0.0131;0.0093;0.0007;0.0003;0.0003;0.052;0.0004;0.0016;0.0026;0.2943;0.4361;0.0291;0.0045;0.0104;0.0;0.1137;0.0
688;2016;0135;Råde;0.022;0.0098;0.013;0.0093;0.0007;0.0003;0.0003;0.0514;0.0004;0.0015;0.0028;0.2944;0.4363;0.0295;0.0045;0.0104;0.0;0.1136;0.0
689;2017;0135;Råde;0.0221;0.0099;0.0128;0.0097;0.0008;0.0003;0.0003;0.051;0.0004;0.0015;0.0027;0.2945;0.4363;0.0295;0.0044;0.0104;0.0;0.1136;0.0
690;2018;0135;Råde;0.0223;0.0099;0.0136;0.01;0.0008;0.0003;0.0003;0.0339;0.0019;0.0017;0.003;0.2956;0.4477;0.0306;0.0045;0.0104;0.0;0.1136;0.0
691;2019;0135;Råde;0.0225;0.0099;0.0135;0.0107;0.0007;0.0003;0.0003;0.0339;0.0019;0.0018;0.0028;0.2965;0.4483;0.0306;0.0043;0.0105;0.0;0.1117;0.0
693;2011;0136;Rygge;0.0581;0.0168;0.0183;0.0137;0.0016;0.0007;0.0005;0.0602;0.002;0.0129;0.0089;0.369;0.3429;0.031;0.0004;0.0031;0.0;0.0597;0.0
694;2013;0136;Rygge;0.0583;0.0162;0.0183;0.0139;0.0016;0.0007;0.0005;0.0613;0.0022;0.0127;0.0075;0.3617;0.3446;0.0372;0.0003;0.0034;0.0;0.0597;0.0
695;2014;0136;Rygge;0.0586;0.0162;0.0185;0.0136;0.0016;0.0007;0.0005;0.0613;0.0022;0.0128;0.0074;0.3617;0.3441;0.0375;0.0003;0.0034;0.0;0.0598;0.0
696;2015;0136;Rygge;0.059;0.0162;0.0183;0.0144;0.0015;0.0007;0.0005;0.0586;0.0027;0.0127;0.0077;0.3617;0.3438;0.0387;0.0003;0.0034;0.0;0.06;0.0
697;2016;0136;Rygge;0.0596;0.0162;0.0183;0.0143;0.0016;0.0007;0.0005;0.0578;0.0027;0.0123;0.0077;0.3618;0.344;0.0391;0.0003;0.0034;0.0;0.0598;0.0
698;2017;0136;Rygge;0.0597;0.0162;0.0179;0.0142;0.0016;0.0007;0.0005;0.0574;0.0026;0.0125;0.0077;0.3612;0.3443;0.0398;0.0003;0.0034;0.0;0.0601;0.0
699;2018;0136;Rygge;0.0603;0.0162;0.0178;0.0139;0.0018;0.0007;0.0005;0.0577;0.0028;0.0125;0.0081;0.3609;0.3439;0.0392;0.0003;0.0034;0.0;0.0601;0.0
700;2019;0136;Rygge;0.0604;0.0162;0.0178;0.0147;0.0018;0.0007;0.0005;0.0574;0.0028;0.0125;0.0081;0.3619;0.3405;0.038;0.0003;0.004;0.0;0.0625;0.0
702;2011;0137;Våler;0.0063;0.0017;0.0057;0.0012;0.0002;1e-04;0.0;0.013;1e-04;0.0013;0.0005;0.1362;0.7462;0.0073;0.0088;1e-04;0.0;0.0712;0.0
703;2013;0137;Våler;0.0067;0.0017;0.0057;0.0012;0.0002;1e-04;0.0;0.0123;1e-04;0.0012;0.0006;0.1364;0.7463;0.0073;0.0088;1e-04;0.0;0.0712;0.0
704;2014;0137;Våler;0.0067;0.0016;0.0056;0.0009;0.0002;1e-04;0.0;0.0135;1e-04;0.0011;0.0005;0.1361;0.7456;0.0075;0.0088;1e-04;0.0;0.0713;0.0
705;2015;0137;Våler;0.0069;0.0016;0.0054;0.001;0.0002;1e-04;0.0;0.0135;0.0;0.0011;0.0012;0.1356;0.7443;0.0086;0.0088;1e-04;0.0;0.0713;0.0
706;2016;0137;Våler;0.007;0.0017;0.0055;0.0011;0.0002;1e-04;0.0;0.013;0.0;0.0011;0.0014;0.1357;0.7445;0.0085;0.0088;1e-04;0.0;0.0713;0.0
707;2017;0137;Våler;0.0071;0.0016;0.0055;0.0011;0.0003;1e-04;0.0;0.013;0.0;0.0011;0.0014;0.1357;0.7444;0.0087;0.0088;1e-04;0.0;0.0711;0.0
708;2018;0137;Våler;0.0073;0.0016;0.0055;0.0011;0.0002;1e-04;0.0;0.013;0.0;0.0011;0.0014;0.1358;0.7442;0.0086;0.0088;1e-04;0.0;0.0711;0.0
709;2019;0137;Våler;0.0074;0.0016;0.0055;0.0011;0.0002;1e-04;1e-04;0.013;0.0;0.0011;0.0013;0.1359;0.7448;0.0086;0.0089;1e-04;0.0;0.0701;0.0
711;2011;0138;Hobøl;0.0123;0.0008;0.0079;0.0018;0.0005;0.0003;0.0002;0.0177;0.0;0.0006;0.0015;0.216;0.7109;0.0095;0.01;0.0007;0.0;0.0092;0.0
712;2013;0138;Hobøl;0.0127;0.0008;0.0078;0.0019;0.0005;0.0003;0.0002;0.0166;0.0;0.0006;0.0016;0.2191;0.7076;0.01;0.01;0.0006;0.0;0.0096;0.0
713;2014;0138;Hobøl;0.0126;0.0009;0.0078;0.0018;0.0004;0.0002;0.0002;0.0179;0.0;0.0007;0.0016;0.2189;0.7074;0.0095;0.01;0.0007;0.0;0.0094;0.0
714;2015;0138;Hobøl;0.013;0.0009;0.008;0.0019;0.0004;1e-04;0.0002;0.0177;0.0;0.0007;0.0016;0.2188;0.7074;0.009;0.01;0.0007;0.0;0.0094;0.0
715;2016;0138;Hobøl;0.013;0.0009;0.0078;0.0019;0.0004;1e-04;0.0002;0.0184;0.0;0.0007;0.0016;0.2179;0.7072;0.0095;0.01;0.0007;0.0;0.0094;0.0
716;2017;0138;Hobøl;0.0131;0.0009;0.0078;0.0019;0.0005;1e-04;0.0002;0.0189;0.0;0.0007;0.0016;0.2177;0.7069;0.0095;0.01;0.0007;0.0;0.0093;0.0
717;2018;0138;Hobøl;0.0135;0.0008;0.0078;0.0019;0.0006;1e-04;0.0002;0.0191;0.0;0.0007;0.0017;0.216;0.7003;0.0171;0.01;0.0007;0.0;0.0093;0.0
718;2019;0138;Hobøl;0.0134;0.0008;0.0078;0.0022;0.0005;1e-04;0.0002;0.0191;0.0;0.0007;0.0018;0.2162;0.6997;0.0172;0.01;0.0007;0.0;0.0095;0.0
729;2011;0211;Vestby;0.0288;0.0178;0.0116;0.0101;0.0015;0.0004;0.0002;0.0392;0.0;0.0029;0.0103;0.2643;0.5825;0.0227;0.001;0.0016;0.0;0.005;0.0
730;2013;0211;Vestby;0.0299;0.0178;0.0116;0.0123;0.0015;0.0004;0.0003;0.0397;0.0;0.0067;0.0109;0.2592;0.5764;0.0257;0.001;0.0016;0.0;0.005;0.0
731;2014;0211;Vestby;0.0305;0.0178;0.0118;0.0128;0.0016;0.0004;0.0003;0.0402;0.0;0.0067;0.0099;0.2591;0.5758;0.0255;0.001;0.0016;0.0;0.0049;0.0
732;2015;0211;Vestby;0.0314;0.0178;0.0113;0.0128;0.0016;0.0004;0.0003;0.0414;0.0;0.0058;0.0095;0.2602;0.5747;0.0251;0.001;0.0016;0.0;0.005;0.0
733;2016;0211;Vestby;0.032;0.0179;0.0113;0.0121;0.0016;0.0004;0.0003;0.0407;0.0;0.0057;0.0096;0.2604;0.5751;0.0253;0.001;0.0016;0.0;0.0049;0.0
734;2017;0211;Vestby;0.0322;0.0178;0.0111;0.0134;0.0016;0.0004;0.0003;0.0396;0.0;0.0058;0.0092;0.2604;0.5753;0.0255;0.001;0.0016;0.0;0.0047;0.0
735;2018;0211;Vestby;0.0326;0.0178;0.0113;0.0143;0.0017;0.0004;0.0003;0.0399;0.0;0.0057;0.0087;0.2595;0.5744;0.0259;0.0009;0.0016;0.0;0.0047;0.0
736;2019;0211;Vestby;0.0311;0.015;0.0099;0.0176;0.0016;0.0004;0.0003;0.0393;0.0;0.0054;0.0054;0.2593;0.5789;0.0283;0.0009;0.0017;0.0;0.0049;0.0
738;2011;0213;Ski;0.0398;0.0032;0.0091;0.0086;0.0016;0.0005;0.0004;0.0338;0.0002;0.0052;0.0068;0.2276;0.6159;0.0156;0.0064;0.0004;0.0;0.0248;0.0
739;2013;0213;Ski;0.0403;0.0031;0.0091;0.0095;0.0018;0.0005;0.0004;0.0337;0.0002;0.0053;0.0067;0.2273;0.6129;0.017;0.0064;0.0004;0.0;0.0257;0.0
740;2014;0213;Ski;0.0403;0.0031;0.0091;0.01;0.0018;0.0005;0.0004;0.0338;0.0002;0.0053;0.0068;0.2273;0.6132;0.0167;0.0064;0.0003;0.0;0.0248;0.0
741;2015;0213;Ski;0.0387;0.0027;0.0083;0.0111;0.0016;0.0005;0.0004;0.0333;0.0002;0.0051;0.004;0.2269;0.62;0.0156;0.0066;0.0002;0.0;0.0247;0.0
742;2016;0213;Ski;0.0392;0.0026;0.0082;0.0112;0.0016;0.0006;0.0004;0.0322;0.0002;0.005;0.004;0.2273;0.62;0.0159;0.0066;0.0002;0.0;0.0247;0.0
743;2017;0213;Ski;0.0391;0.0026;0.0082;0.0112;0.0016;0.0006;0.0004;0.0322;0.0002;0.0051;0.0041;0.2272;0.6199;0.0159;0.0065;0.0002;0.0;0.0248;0.0
744;2018;0213;Ski;0.0391;0.0025;0.0082;0.0121;0.0018;0.0006;0.0004;0.0326;0.0002;0.0051;0.0044;0.2274;0.6184;0.0157;0.0065;0.0002;0.0;0.0248;0.0
745;2019;0213;Ski;0.0393;0.0025;0.0082;0.0123;0.0018;0.0006;0.0004;0.0327;0.0002;0.0051;0.0053;0.2267;0.6178;0.0156;0.0066;0.0002;0.0;0.0248;0.0
747;2011;0214;Ås;0.0411;0.0063;0.0132;0.0081;0.0036;0.0008;0.0005;0.0429;0.0;0.0047;0.005;0.3746;0.4545;0.0217;0.0029;0.0003;0.0;0.0198;0.0
748;2013;0214;Ås;0.0431;0.0067;0.0132;0.008;0.0034;0.0007;0.0005;0.045;0.0;0.0046;0.0045;0.374;0.452;0.0214;0.0029;0.0003;0.0;0.0198;0.0
749;2014;0214;Ås;0.0433;0.0065;0.0131;0.0082;0.0033;0.0007;0.0005;0.0448;0.0;0.0048;0.0044;0.3737;0.452;0.0217;0.0029;0.0003;0.0;0.0198;0.0
750;2015;0214;Ås;0.0439;0.0058;0.0133;0.01;0.0036;0.0007;0.0005;0.0465;0.0;0.0051;0.0065;0.3667;0.4515;0.023;0.0029;0.0003;0.0;0.0198;0.0
751;2016;0214;Ås;0.0446;0.0057;0.0134;0.01;0.004;0.0008;0.0006;0.0428;0.0;0.0057;0.0089;0.3654;0.4515;0.0237;0.0029;0.0003;0.0;0.0198;0.0
752;2017;0214;Ås;0.0449;0.0056;0.0133;0.0104;0.0042;0.0008;0.0006;0.0423;0.0;0.0058;0.0082;0.3656;0.4519;0.0237;0.0029;0.0003;0.0;0.0196;0.0
753;2018;0214;Ås;0.0452;0.0056;0.0134;0.012;0.0044;0.0008;0.0006;0.0423;0.0;0.0049;0.0089;0.3659;0.4498;0.0235;0.0029;0.0003;0.0;0.0196;0.0
754;2019;0214;Ås;0.0453;0.0056;0.0134;0.012;0.0043;0.0008;0.0006;0.0425;0.0;0.0048;0.0088;0.3674;0.4483;0.0233;0.0029;0.0003;0.0;0.0198;0.0
756;2011;0215;Frogn;0.0403;0.0494;0.0084;0.0033;0.0014;0.0004;0.0006;0.0379;0.0016;0.0075;0.0035;0.1816;0.6336;0.0141;0.0015;0.0014;0.0;0.0137;0.0
757;2013;0215;Frogn;0.0419;0.0506;0.0083;0.0034;0.0015;0.0004;0.0006;0.0384;0.0011;0.0076;0.0033;0.1813;0.6314;0.0138;0.0015;0.0014;0.0;0.0137;0.0
758;2014;0215;Frogn;0.0419;0.0508;0.0084;0.0033;0.0014;0.0004;0.0006;0.0383;0.0011;0.0076;0.0035;0.1813;0.6313;0.0139;0.0015;0.0014;0.0;0.0135;0.0
759;2015;0215;Frogn;0.0406;0.0475;0.0083;0.0033;0.0014;0.0004;0.0006;0.0396;0.0013;0.0079;0.0055;0.1786;0.634;0.0146;0.0015;0.0015;0.0;0.0135;0.0
760;2016;0215;Frogn;0.0414;0.0476;0.0084;0.0033;0.0013;0.0004;0.0007;0.0375;0.0013;0.0075;0.0056;0.1788;0.6347;0.0152;0.0015;0.0015;0.0;0.0134;0.0
761;2017;0215;Frogn;0.0412;0.0476;0.0082;0.0034;0.0013;0.0005;0.0007;0.0375;0.0012;0.0057;0.0057;0.1788;0.6348;0.0169;0.0015;0.0015;0.0;0.0135;0.0
762;2018;0215;Frogn;0.0412;0.0476;0.0082;0.0035;0.0013;0.0005;0.0007;0.0375;0.0012;0.0075;0.006;0.1787;0.6346;0.0152;0.0015;0.0015;0.0;0.0135;0.0
763;2019;0215;Frogn;0.0415;0.0473;0.0082;0.0039;0.0013;0.0005;0.0007;0.0373;0.0012;0.0075;0.0058;0.1787;0.6345;0.0152;0.0015;0.0015;0.0;0.0135;0.0
765;2011;0216;Nesodden;0.0878;0.0277;0.0068;0.0055;0.0028;0.001;0.001;0.0425;0.0002;0.0042;0.0091;0.0839;0.6945;0.0124;0.0041;0.0034;0.0;0.0132;0.0
766;2013;0216;Nesodden;0.0897;0.0288;0.007;0.0047;0.0028;0.001;0.001;0.043;0.0002;0.0044;0.0086;0.084;0.692;0.012;0.0041;0.0037;0.0;0.0132;0.0
767;2014;0216;Nesodden;0.0905;0.0301;0.0075;0.0049;0.0028;0.001;0.001;0.0431;0.0002;0.0042;0.0086;0.0839;0.6896;0.0117;0.0041;0.0037;0.0;0.0132;0.0
768;2015;0216;Nesodden;0.0878;0.0281;0.0073;0.005;0.0026;0.0011;0.0008;0.0438;0.0002;0.0044;0.0098;0.0815;0.6925;0.0143;0.0041;0.0036;0.0;0.013;0.0
769;2016;0216;Nesodden;0.0898;0.028;0.0075;0.0052;0.0026;0.0011;0.0008;0.0412;0.0002;0.0041;0.0099;0.0812;0.6933;0.0145;0.0041;0.0036;0.0;0.013;0.0
770;2017;0216;Nesodden;0.0903;0.0277;0.0075;0.0054;0.0026;0.0011;0.0008;0.0412;0.0002;0.0037;0.0102;0.0823;0.6919;0.0146;0.0041;0.0034;0.0;0.013;0.0
771;2018;0216;Nesodden;0.0903;0.0277;0.0073;0.0054;0.0028;0.0013;0.0008;0.0415;0.0002;0.0037;0.0104;0.0822;0.6912;0.0148;0.0041;0.0034;0.0;0.013;0.0
772;2019;0216;Nesodden;0.0909;0.0273;0.0073;0.0055;0.0028;0.0011;0.0008;0.0416;0.0002;0.0037;0.0102;0.0825;0.6906;0.0148;0.0041;0.0034;0.0;0.013;0.0
774;2011;0217;Oppegård;0.1412;0.0024;0.0027;0.0165;0.0051;0.0014;0.0011;0.067;0.0005;0.0213;0.0178;0.0365;0.589;0.0181;0.0003;0.0008;0.0;0.0783;0.0
775;2013;0217;Oppegård;0.1417;0.003;0.0027;0.0151;0.0051;0.0016;0.0011;0.0696;0.0005;0.0216;0.0173;0.0364;0.5873;0.0175;0.0003;0.0008;0.0;0.0783;0.0
776;2014;0217;Oppegård;0.142;0.003;0.0027;0.0157;0.0054;0.0013;0.0011;0.0691;0.0005;0.0229;0.0173;0.0364;0.5869;0.0162;0.0003;0.0008;0.0;0.0783;0.0
777;2015;0217;Oppegård;0.142;0.0032;0.0024;0.0146;0.0057;0.0013;0.0011;0.0702;0.0005;0.0224;0.017;0.0364;0.5853;0.0181;0.0003;0.0008;0.0;0.0786;0.0
778;2016;0217;Oppegård;0.1429;0.003;0.0024;0.014;0.0059;0.0014;0.0011;0.0675;0.0005;0.0221;0.0176;0.0365;0.5871;0.0184;0.0003;0.0008;0.0;0.0786;0.0
779;2017;0217;Oppegård;0.1412;0.003;0.0024;0.014;0.0059;0.0013;0.0011;0.0675;0.0005;0.0221;0.0165;0.0364;0.5899;0.0186;0.0003;0.0008;0.0;0.0783;0.0
780;2018;0217;Oppegård;0.1417;0.003;0.0032;0.0127;0.0057;0.0016;0.0011;0.0694;0.0005;0.0221;0.017;0.0364;0.588;0.0181;0.0003;0.0008;0.0;0.0783;0.0
781;2019;0217;Oppegård;0.1412;0.0027;0.0032;0.0127;0.0054;0.0013;0.0011;0.0694;0.0005;0.0224;0.0148;0.0362;0.5913;0.0181;0.0003;0.0008;0.0;0.0786;0.0
783;2011;0219;Bærum;0.1169;0.0045;0.0063;0.017;0.006;0.0017;0.0009;0.0573;0.001;0.0223;0.0132;0.0765;0.6197;0.0284;0.004;0.0029;0.0;0.0215;0.0
784;2013;0219;Bærum;0.118;0.0045;0.0062;0.0176;0.0056;0.0016;0.0009;0.057;0.0011;0.0237;0.0126;0.0769;0.6187;0.0279;0.004;0.0024;0.0;0.0215;0.0
785;2014;0219;Bærum;0.1182;0.0045;0.0062;0.0174;0.0056;0.0017;0.0009;0.0571;0.0011;0.0237;0.0128;0.0767;0.6184;0.0278;0.004;0.0024;0.0;0.0215;0.0
786;2015;0219;Bærum;0.1173;0.0045;0.0063;0.0174;0.0053;0.0017;0.0009;0.058;0.0011;0.0228;0.0133;0.0769;0.6185;0.0279;0.004;0.0023;0.0;0.0216;0.0
787;2016;0219;Bærum;0.1174;0.0043;0.0055;0.0171;0.0055;0.0017;0.0009;0.0538;0.0011;0.022;0.0135;0.0762;0.6245;0.0286;0.0041;0.0024;0.0;0.0215;0.0
788;2017;0219;Bærum;0.1182;0.0043;0.0056;0.0172;0.0056;0.0018;0.0009;0.053;0.0011;0.0221;0.013;0.0764;0.625;0.0282;0.0041;0.0022;0.0;0.0216;0.0
789;2018;0219;Bærum;0.1183;0.0043;0.0055;0.0168;0.0055;0.0018;0.0009;0.0533;0.0011;0.0229;0.013;0.0752;0.6257;0.0279;0.0041;0.0022;0.0;0.0216;0.0
790;2019;0219;Bærum;0.1185;0.0043;0.0055;0.0164;0.0054;0.0019;0.0009;0.0532;0.0011;0.0229;0.0133;0.0748;0.6256;0.0281;0.0041;0.0022;0.0;0.0218;0.0
792;2011;0220;Asker;0.1457;0.0071;0.0096;0.0138;0.0063;0.0029;0.0011;0.0567;0.0002;0.0103;0.0194;0.1035;0.5449;0.0282;0.005;0.0045;0.0;0.0408;0.0
793;2013;0220;Asker;0.1473;0.0078;0.0095;0.0134;0.006;0.0029;0.0011;0.0597;0.0002;0.0107;0.0187;0.1033;0.543;0.0262;0.005;0.0045;0.0;0.0408;0.0
794;2014;0220;Asker;0.1467;0.0079;0.0096;0.0128;0.006;0.003;0.0011;0.0608;0.0002;0.0118;0.0183;0.103;0.542;0.0263;0.005;0.0045;0.0;0.041;0.0
795;2015;0220;Asker;0.1485;0.0082;0.0094;0.013;0.0061;0.0031;0.0012;0.0611;0.0002;0.0116;0.0191;0.1032;0.5397;0.0254;0.0049;0.0045;0.0;0.0409;0.0
796;2016;0220;Asker;0.1487;0.0082;0.0092;0.0131;0.0061;0.0031;0.0011;0.0598;0.0002;0.0116;0.0196;0.1035;0.5395;0.0262;0.0049;0.0045;0.0;0.0408;0.0
797;2017;0220;Asker;0.1487;0.0083;0.009;0.0133;0.0058;0.0032;0.0011;0.0598;0.0002;0.0119;0.0196;0.1032;0.5397;0.0262;0.0049;0.0044;0.0;0.0408;0.0
798;2018;0220;Asker;0.1489;0.0086;0.009;0.0131;0.0059;0.0031;0.0012;0.0603;0.0002;0.0127;0.0194;0.1033;0.5387;0.0256;0.0049;0.0044;0.0;0.0408;0.0
799;2019;0220;Asker;0.1491;0.0086;0.009;0.0129;0.0057;0.0031;0.0011;0.0604;0.0002;0.0127;0.0198;0.103;0.5386;0.026;0.0049;0.0045;0.0;0.0405;0.0
801;2011;0221;Aurskog-Høland;0.0069;0.0011;0.0039;0.002;0.0002;1e-04;1e-04;0.0126;0.0;0.0012;0.001;0.1042;0.7414;0.0051;0.0466;0.0;0.0;0.0735;0.0
802;2013;0221;Aurskog-Høland;0.007;0.0012;0.0039;0.0019;0.0002;1e-04;1e-04;0.0124;0.0;0.0012;0.0011;0.1046;0.7413;0.0051;0.0464;0.0;0.0;0.0735;0.0
803;2014;0221;Aurskog-Høland;0.0071;0.0012;0.0039;0.0019;0.0002;1e-04;1e-04;0.0124;0.0;0.0012;0.0011;0.1046;0.7412;0.0051;0.0465;0.0;0.0;0.0735;0.0
